key,admitCity,admitStateCd,admitStateName,checked4Comparison,combinedDegreesStr,favorite,gpaOverallP10,gpaOverallP90,instId,kind,matricTotal,mcatTotalP10,mcatTotalP90,msarYear,notePresent,priApplEarliestDtText,priApplLatestDtText,primaryApplService,publicPrivate,schoolProgramActiveFlag,schoolProgramName,schoolProgramStatus,totalEnrollment,tuitionAndFeesNonres,tuitionAndFeesRes,usMedTuitionNonres,usMedTuitionRes
3816,Burlington,VT,Vermont,False,Postbaccalaureate,False,3.51,3.96,179,SCHOOL,115.0,29.0,36.0,2016,False,"June 4, 2015","November 15, 2015",AMCAS,Public Institution,,University of Vermont College of Medicine,APPROVED_LOCKED,457.0,58759.0,34719.0,,
3818,Charlottesville,VA,Virginia,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.57,3.99,181,SCHOOL,156.0,31.0,39.0,2016,False,"June 3, 2015","November 1, 2015",AMCAS,Public Institution,,University of Virginia School of Medicine,APPROVED_LOCKED,626.0,57726.0,47118.0,,
3820,Seattle,WA,Washington,False,"MD/MPH, MD/PhD, Summer Program",False,3.39,3.94,183,SCHOOL,240.0,27.0,37.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Public Institution,,University of Washington School of Medicine,APPROVED_LOCKED,935.0,61206.0,32220.0,,
3825,Madison,WI,Wisconsin,False,"MD/MPH, MD/PhD",False,3.47,3.98,188,SCHOOL,176.0,28.0,37.0,2016,False,Early June 2015,"November 1, 2015",AMCAS,Public Institution,,University of Wisconsin School of Medicine and Public Health,APPROVED_LOCKED,696.0,34840.0,24944.0,,
3815,Nashville,TN,Tennessee,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD, Summer Program",False,3.66,3.99,178,SCHOOL,88.0,33.0,40.0,2016,False,"June 4, 2015","November 1, 2015",AMCAS,Private Institution,,Vanderbilt University School of Medicine,APPROVED_LOCKED,414.0,46553.0,46553.0,,
196,Villanova,PA,Pennsylvania,False,,False,,,127142,JPROG,7.0,,,2016,False,"September 1, 2015","November 1, 2015",,,,Villanova University and Drexel University College of Medicine Combined Degree Program,APPROVED_LOCKED,31.0,45376.0,45376.0,53250.0,53250.0
3819,Richmond,VA,Virginia,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate, Summer Program",False,3.37,3.97,182,SCHOOL,216.0,28.0,36.0,2016,False,"June 4, 2015","October 15, 2015",AMCAS,Public Institution,,Virginia Commonwealth University School of Medicine,APPROVED_LOCKED,811.0,47572.0,31608.0,,
197,Richmond,VA,Virginia,False,,False,,,127143,JPROG,20.0,,,2016,False,"September 1, 2015","November 15, 2015",,,,Virginia Commonwealth University School of Medicine Guaranteed Admission Program,APPROVED_LOCKED,84.0,25786.0,10640.0,47572.0,31608.0
3885,Roanoke,VA,Virginia,False,MD/MPH,False,3.21,3.81,842,SCHOOL,42.0,30.0,35.0,2016,False,"June 1, 2015","December 1, 2015",AMCAS,Private Institution,,Virginia Tech Carilion School of Medicine,APPROVED_LOCKED,167.0,45871.0,45871.0,,
3744,Winston-Salem,NC,North Carolina,False,MD/PhD,False,3.31,3.92,106,SCHOOL,120.0,30.0,35.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Private Institution,,Wake Forest School of Medicine of Wake Forest Baptist Medical Center,APPROVED_LOCKED,469.0,50300.0,50300.0,,
187,St. Louis,MO,Missouri,False,,False,,,197332,JPROG,7.0,,,2016,False,8/1/15,1/15/16,,,,Washington University in St. Louis -University Scholars Program in Medicine,APPROVED_LOCKED,20.0,47300.0,47300.0,53463.0,53463.0
3821,St. Louis,MO,Missouri,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate",False,3.69,4.0,184,SCHOOL,123.0,34.0,41.0,2016,False,"June 4, 2015","December 1, 2015",AMCAS,Private Institution,,Washington University in St. Louis School of Medicine,APPROVED_LOCKED,477.0,53463.0,53463.0,,
3822,Detroit,MI,Michigan,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate",False,3.5,3.97,185,SCHOOL,290.0,29.0,37.0,2016,False,"June 1, 2015","December 15, 2015",AMCAS,Public Institution,,Wayne State University School of Medicine,APPROVED_LOCKED,1213.0,65345.0,32425.0,,
165,Detroit,MI,Michigan,False,,False,,,127145,JPROG,15.0,,,2016,False,"September 1, 2015","January 1, 2016",,,,Wayne State University School of Medicine MedStart Program,APPROVED,60.0,25849.0,11958.0,65345.0,32425.0
3753,New York,NY,New York,False,"MD/MBA, MD/PhD, Summer Program",False,3.6,3.99,115,SCHOOL,101.0,31.0,40.0,2016,False,"June 1, 2015 or first date AMCAS allows submission","October 15, 2015 for MD; September 30, 2015 for MD-PhD",AMCAS,Private Institution,,Weill Cornell Medical College,APPROVED_LOCKED,406.0,52410.0,52410.0,,
3824,Morgantown,WV,West Virginia,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD",False,3.52,3.99,187,SCHOOL,110.0,26.0,34.0,2016,False,In accordance with AMCAS,In accordance with AMCAS,AMCAS,Public Institution,,West Virginia University School of Medicine,APPROVED_LOCKED,420.0,55728.0,28755.0,,
3894,Kalamazoo,MI,Michigan,False,"MD/MBA, MD/PhD",False,3.44,3.93,852,SCHOOL,54.0,29.0,35.0,2016,False,June 2015,"November 15, 2015",AMCAS,Private Institution,,Western Michigan University Homer Stryker M.D. School of Medicine,APPROVED_LOCKED,54.0,50000.0,50000.0,,
3869,Dayton,OH,Ohio,False,"MD/MPH, MD/MBA, MD/PhD",False,3.3,3.95,819,SCHOOL,108.0,26.0,35.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,Wright State University Boonshoft School of Medicine,APPROVED_LOCKED,423.0,50516.0,33856.0,,
3827,New Haven,CT,Connecticut,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD, Summer Program",False,3.65,3.99,191,SCHOOL,104.0,32.0,41.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Private Institution,,Yale School of Medicine,APPROVED_LOCKED,415.0,54345.0,54345.0,,
